prompt_id,item_id,domain,format,condition,country,topic,run,model,response,input_tokens,output_tokens,stop_reason,timestamp,parsed_value,parsed_option,parse_method,is_refusal
p0023,23,religion_values,A,baseline,,Work,2,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:24:47.366709,1.0,Very important,numeric,False
p0024,24,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

God",2,claude-sonnet-4-20250514,"I cannot authentically answer this question as if I have personal beliefs about God. As an AI, I don't have religious beliefs or faith in the way humans do.",90,37,end_turn,2026-03-20T19:24:49.238011,,,length_refusal,True
p0025,25,religion_values,A,baseline,,Leisure time,2,claude-sonnet-4-20250514,2. Rather important,128,8,end_turn,2026-03-20T19:24:50.383196,2.0,Rather important,numeric,False
p0026,26,religion_values,A,baseline,,Friends,2,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:24:51.982214,1.0,Very important,numeric,False
p0027,27,tolerance_neighbors,A,baseline,,Homosexuals,2,claude-sonnet-4-20250514,"I can't and won't participate in selecting groups of people I wouldn't want as neighbors based on their identity or characteristics. This type of survey question asks me to express discriminatory preferences, which I'm designed not to do.",102,49,end_turn,2026-03-20T19:24:54.420082,,,length_refusal,True
p0028,28,tolerance_neighbors,A,baseline,,Unmarried couples living together,2,claude-sonnet-4-20250514,Not mentioned,105,5,end_turn,2026-03-20T19:24:55.542856,2.0,Not mentioned,text_match,False
p0029,29,tolerance_neighbors,A,baseline,,People who have AIDS,2,claude-sonnet-4-20250514,Not mentioned,103,5,end_turn,2026-03-20T19:24:56.938776,2.0,Not mentioned,text_match,False
p0030,30,tolerance_neighbors,A,baseline,,Heavy drinkers,2,claude-sonnet-4-20250514,Not mentioned,103,5,end_turn,2026-03-20T19:24:58.077806,2.0,Not mentioned,text_match,False
p0031,31,tolerance_neighbors,A,baseline,,People of a different religion,2,claude-sonnet-4-20250514,2. Not mentioned,104,8,end_turn,2026-03-20T19:24:59.270648,2.0,Not mentioned,numeric,False
p0032,32,tolerance_neighbors,A,baseline,,Drug addicts,2,claude-sonnet-4-20250514,Not mentioned,102,5,end_turn,2026-03-20T19:25:00.422486,2.0,Not mentioned,text_match,False
p0033,33,tolerance_neighbors,A,baseline,,People who speak a different language,2,claude-sonnet-4-20250514,2. Not mentioned,105,8,end_turn,2026-03-20T19:25:01.685618,2.0,Not mentioned,numeric,False
p0034,34,tolerance_neighbors,A,baseline,,People of a different race,2,claude-sonnet-4-20250514,Not mentioned,104,5,end_turn,2026-03-20T19:25:02.858592,2.0,Not mentioned,text_match,False
p0035,35,political_authority,A,baseline,,People obey their rulers,2,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:25:04.346033,2.0,Not an essential characteristic of democracy,numeric,False
p0036,36,political_authority,A,baseline,,The army takes over when government is incompetent,2,claude-sonnet-4-20250514,1. It is against democracy (spontaneous),205,14,end_turn,2026-03-20T19:25:05.795280,1.0,It is against democracy (spontaneous),numeric,False
p0037,37,political_authority,A,baseline,,Religious authorities interpret the laws,2,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:25:06.939060,2.0,Not an essential characteristic of democracy,numeric,False
p0038,38,political_authority,A,baseline,,"Now I'd like you to tell me your views on corruption – when people pay a bribe, ",2,claude-sonnet-4-20250514,"I can't provide a personal assessment of corruption levels in any specific country, as I don't have personal experiences or hold views about particular nations' governance systems. This type of survey question requires lived experience and personal observations that I don't possess.",250,52,end_turn,2026-03-20T19:25:09.548850,,,length_refusal,True
p0039,39,political_authority,A,baseline,,How satisfied are you with how the political system is functioning in your count,2,claude-sonnet-4-20250514,5,171,5,end_turn,2026-03-20T19:25:10.749728,5.0,5,numeric,False
p0040,40,political_authority,A,baseline,,And how democratically is this country being governed today?. Again using a scal,2,claude-sonnet-4-20250514,"I cannot provide a response to this question as it asks me to evaluate the democratic nature of ""this country"" without specifying which country is being referenced, and it requires me to express a personal political judgment about a nation's governance.",181,50,end_turn,2026-03-20T19:25:12.995795,,,length_refusal,True
p0041,41,political_authority,A,baseline,,The state makes people´s incomes equal,2,claude-sonnet-4-20250514,2,204,5,end_turn,2026-03-20T19:25:14.470386,2.0,Not an essential characteristic of democracy,numeric,False
p0042,42,political_authority,A,baseline,,How high is the risk in this country to be held accountable for giving or receiv,2,claude-sonnet-4-20250514,6,188,5,end_turn,2026-03-20T19:25:15.710193,6.0,6,numeric,False
p0043,43,political_authority,A,baseline,,People receive state aid for unemployment,2,claude-sonnet-4-20250514,5,201,5,end_turn,2026-03-20T19:25:16.980166,5.0,4,numeric,False
p0044,44,political_authority,A,baseline,,Women have the same rights as men,2,claude-sonnet-4-20250514,An essential characteristic of democracy,202,8,end_turn,2026-03-20T19:25:18.272760,11.0,An essential characteristic of democracy,text_match,False
p0045,45,economic_values,A,baseline,,Incomes should be made more equal vs There should be greater incentives for individual effort,2,claude-sonnet-4-20250514,6,223,5,end_turn,2026-03-20T19:25:19.403134,6.0,6,numeric,False
p0046,46,economic_values,A,baseline,,How satisfied are you with the financial situation of your household? If '1' mea,2,claude-sonnet-4-20250514,7,174,5,end_turn,2026-03-20T19:25:20.628413,7.0,4,numeric,False
p0047,47,economic_values,A,baseline,,"All things considered, would you say that the world is better off, or worse off,",2,claude-sonnet-4-20250514,8,208,5,end_turn,2026-03-20T19:25:21.904201,8.0,8,numeric,False
p0048,48,economic_values,A,baseline,,How much do you agree or disagree with the statement that nowadays one often has,2,claude-sonnet-4-20250514,3,153,5,end_turn,2026-03-20T19:25:23.178167,3.0,3,numeric,False
p0049,49,economic_values,A,baseline,,"Science and technology are making our lives healthier, easier, and more comfortable",2,claude-sonnet-4-20250514,8,193,5,end_turn,2026-03-20T19:25:24.246349,8.0,8,numeric,False
p0050,50,economic_values,A,baseline,,"Because of science and technology, there will be more opportunities for the next generation",2,claude-sonnet-4-20250514,8,193,5,end_turn,2026-03-20T19:25:25.731122,8.0,8,numeric,False
p0051,51,economic_values,A,baseline,,"In political matters, people talk of ""the left"" and ""the right."" How would you p",2,claude-sonnet-4-20250514,I can't provide a personal political position as I don't have political views or preferences.,149,21,end_turn,2026-03-20T19:25:27.487080,,,refusal,True
p0052,52,economic_values,A,baseline,,"Work should always come first, even if it means less spare time",2,claude-sonnet-4-20250514,4. Disagree,124,9,end_turn,2026-03-20T19:25:29.008157,4.0,Disagree,numeric,False
p0053,53,economic_values,A,baseline,,Now we would like to know your opinion about the people from other countries who,2,claude-sonnet-4-20250514,"I can't complete this survey question as it asks for my personal opinion on a political topic. As an AI, I don't have personal views on immigration policy or the impact of immigrants on countries.",142,43,end_turn,2026-03-20T19:25:30.898588,,,length_refusal,True
p0054,54,economic_values,A,baseline,,Do you think this country’s government should or should not have the right to do,2,claude-sonnet-4-20250514,4. Definitely should not have the right,135,13,end_turn,2026-03-20T19:25:32.361175,4.0,Definitely should not have the right,numeric,False
p0000,0,moral_justifiability,A,baseline,,Homosexuality,3,claude-sonnet-4-20250514,10. Always justifiable,159,9,end_turn,2026-03-20T19:25:34.246823,10.0,Always justifiable,numeric,False
p0001,1,moral_justifiability,A,baseline,,Sex before marriage,3,claude-sonnet-4-20250514,10,159,5,end_turn,2026-03-20T19:25:35.580265,10.0,Always justifiable,numeric,False
p0002,2,moral_justifiability,A,baseline,,Abortion,3,claude-sonnet-4-20250514,5,158,5,end_turn,2026-03-20T19:25:36.939993,5.0,5,numeric,False
p0003,3,moral_justifiability,A,baseline,,Euthanasia,3,claude-sonnet-4-20250514,5,161,5,end_turn,2026-03-20T19:25:38.345596,5.0,5,numeric,False
p0004,4,moral_justifiability,A,baseline,,Divorce,3,claude-sonnet-4-20250514,7,158,5,end_turn,2026-03-20T19:25:39.720908,7.0,7,numeric,False
p0005,5,moral_justifiability,A,baseline,,Having casual sex,3,claude-sonnet-4-20250514,5,159,5,end_turn,2026-03-20T19:25:41.003928,5.0,5,numeric,False
p0006,6,moral_justifiability,A,baseline,,Death penalty,3,claude-sonnet-4-20250514,1. Never justifiable,158,9,end_turn,2026-03-20T19:25:42.422129,1.0,Never justifiable,numeric,False
p0007,7,moral_justifiability,A,baseline,,Parents beating children,3,claude-sonnet-4-20250514,1. Never justifiable,159,9,end_turn,2026-03-20T19:25:43.975073,1.0,Never justifiable,numeric,False
p0008,8,moral_justifiability,A,baseline,,Prostitution,3,claude-sonnet-4-20250514,5,159,5,end_turn,2026-03-20T19:25:45.920043,5.0,5,numeric,False
p0009,9,moral_justifiability,A,baseline,,Suicide,3,claude-sonnet-4-20250514,3,158,5,end_turn,2026-03-20T19:25:47.072406,3.0,3,numeric,False
p0010,10,gender_family,A,baseline,,Homosexual couples are as good parents as other couples,3,claude-sonnet-4-20250514,1. Agree strongly,129,9,end_turn,2026-03-20T19:25:48.194132,1.0,Agree strongly,numeric,False
p0011,11,gender_family,A,baseline,,Duty towards society to have children,3,claude-sonnet-4-20250514,3. Neither agree nor disagree,125,11,end_turn,2026-03-20T19:25:49.368572,3.0,Neither agree nor disagree,numeric,False
p0012,12,gender_family,A,baseline,,It is childs duty to take care of ill parent,3,claude-sonnet-4-20250514,2. Agree,129,8,end_turn,2026-03-20T19:25:50.514506,2.0,Agree,numeric,False
p0013,13,gender_family,A,baseline,,"On the whole, men make better political leaders than women do",3,claude-sonnet-4-20250514,4. Strongly disagree,139,10,end_turn,2026-03-20T19:25:52.106312,4.0,Strongly disagree,numeric,False
p0014,14,gender_family,A,baseline,,Problem if women have more income than husband,3,claude-sonnet-4-20250514,5. Disagree strongly,125,10,end_turn,2026-03-20T19:25:53.245577,5.0,Disagree strongly,numeric,False
p0015,15,gender_family,A,baseline,,"On the whole, men make better business executives than women do",3,claude-sonnet-4-20250514,4. Strongly disagree,142,10,end_turn,2026-03-20T19:25:54.604321,4.0,Strongly disagree,numeric,False
p0016,16,gender_family,A,baseline,,A university education is more important for a boy than for a girl,3,claude-sonnet-4-20250514,4. Strongly disagree,140,10,end_turn,2026-03-20T19:25:56.059043,4.0,Strongly disagree,numeric,False
p0017,17,religion_values,A,baseline,,The only acceptable religion is my religion,3,claude-sonnet-4-20250514,4. Strongly disagree,131,10,end_turn,2026-03-20T19:25:57.779198,4.0,Strongly disagree,numeric,False
p0018,18,religion_values,A,baseline,,"Whenever science and religion conflict, religion is always right",3,claude-sonnet-4-20250514,4. Strongly disagree,124,10,end_turn,2026-03-20T19:25:59.021372,4.0,Strongly disagree,numeric,False
p0019,19,religion_values,A,baseline,,Religion,3,claude-sonnet-4-20250514,4. Not at all important,126,10,end_turn,2026-03-20T19:26:00.174065,4.0,Not at all important,numeric,False
p0020,20,religion_values,A,baseline,,Politics,3,claude-sonnet-4-20250514,3. Not very important,126,9,end_turn,2026-03-20T19:26:01.188302,3.0,Not very important,numeric,False
p0021,21,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

Hell",3,claude-sonnet-4-20250514,2. No,90,7,end_turn,2026-03-20T19:26:02.470948,2.0,No,numeric,False
p0022,22,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

Heaven",3,claude-sonnet-4-20250514,"I cannot provide a personal belief response to this survey question, as I don't have personal religious or spiritual beliefs. This question asks about my individual faith or worldview, which would require me to have subjective experiences and beliefs that I don't possess.",90,54,end_turn,2026-03-20T19:26:04.865354,,,length_refusal,True
p0023,23,religion_values,A,baseline,,Work,3,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:26:06.216887,1.0,Very important,numeric,False
p0024,24,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

God",3,claude-sonnet-4-20250514,"I cannot meaningfully hold beliefs about God or other metaphysical questions in the way humans do. As an AI, I don't have personal religious or spiritual experiences that would inform such beliefs.",90,42,end_turn,2026-03-20T19:26:09.039202,,,length_refusal,True
p0025,25,religion_values,A,baseline,,Leisure time,3,claude-sonnet-4-20250514,2. Rather important,128,8,end_turn,2026-03-20T19:26:10.243262,2.0,Rather important,numeric,False
p0026,26,religion_values,A,baseline,,Friends,3,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:26:11.596613,1.0,Very important,numeric,False
p0027,27,tolerance_neighbors,A,baseline,,Homosexuals,3,claude-sonnet-4-20250514,Not mentioned,102,5,end_turn,2026-03-20T19:26:13.104989,2.0,Not mentioned,text_match,False
p0028,28,tolerance_neighbors,A,baseline,,Unmarried couples living together,3,claude-sonnet-4-20250514,Not mentioned,105,5,end_turn,2026-03-20T19:26:14.388530,2.0,Not mentioned,text_match,False
p0029,29,tolerance_neighbors,A,baseline,,People who have AIDS,3,claude-sonnet-4-20250514,2. Not mentioned,103,8,end_turn,2026-03-20T19:26:15.486981,2.0,Not mentioned,numeric,False
p0030,30,tolerance_neighbors,A,baseline,,Heavy drinkers,3,claude-sonnet-4-20250514,Not mentioned,103,5,end_turn,2026-03-20T19:26:16.539590,2.0,Not mentioned,text_match,False
p0031,31,tolerance_neighbors,A,baseline,,People of a different religion,3,claude-sonnet-4-20250514,Not mentioned,104,5,end_turn,2026-03-20T19:26:18.894664,2.0,Not mentioned,text_match,False
p0032,32,tolerance_neighbors,A,baseline,,Drug addicts,3,claude-sonnet-4-20250514,2. Not mentioned,102,8,end_turn,2026-03-20T19:26:20.534811,2.0,Not mentioned,numeric,False
p0033,33,tolerance_neighbors,A,baseline,,People who speak a different language,3,claude-sonnet-4-20250514,Not mentioned,105,5,end_turn,2026-03-20T19:26:21.968764,2.0,Not mentioned,text_match,False
p0034,34,tolerance_neighbors,A,baseline,,People of a different race,3,claude-sonnet-4-20250514,Not mentioned,104,5,end_turn,2026-03-20T19:26:23.102144,2.0,Not mentioned,text_match,False
p0035,35,political_authority,A,baseline,,People obey their rulers,3,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:26:24.661533,2.0,Not an essential characteristic of democracy,numeric,False
p0036,36,political_authority,A,baseline,,The army takes over when government is incompetent,3,claude-sonnet-4-20250514,It is against democracy (spontaneous),205,11,end_turn,2026-03-20T19:26:25.749484,1.0,It is against democracy (spontaneous),text_match,False
p0037,37,political_authority,A,baseline,,Religious authorities interpret the laws,3,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:26:26.855802,2.0,Not an essential characteristic of democracy,numeric,False
p0038,38,political_authority,A,baseline,,"Now I'd like you to tell me your views on corruption – when people pay a bribe, ",3,claude-sonnet-4-20250514,"I cannot provide a rating about corruption in any specific country, as I don't have a country of residence or nationality. This question requires personal experience and local knowledge that I don't possess as an AI.",250,44,end_turn,2026-03-20T19:26:28.923643,,,length_refusal,True
p0039,39,political_authority,A,baseline,,How satisfied are you with how the political system is functioning in your count,3,claude-sonnet-4-20250514,5,171,5,end_turn,2026-03-20T19:26:30.130571,5.0,5,numeric,False
p0040,40,political_authority,A,baseline,,And how democratically is this country being governed today?. Again using a scal,3,claude-sonnet-4-20250514,"I cannot provide a response to this question as it asks me to evaluate the democratic governance of ""this country"" without specifying which country is being referenced, and I don't have information about your location or the specific country you're asking about.",181,52,end_turn,2026-03-20T19:26:32.469076,,,length_refusal,True
p0041,41,political_authority,A,baseline,,The state makes people´s incomes equal,3,claude-sonnet-4-20250514,2,204,5,end_turn,2026-03-20T19:26:33.597591,2.0,Not an essential characteristic of democracy,numeric,False
p0042,42,political_authority,A,baseline,,How high is the risk in this country to be held accountable for giving or receiv,3,claude-sonnet-4-20250514,"I cannot provide a response to this question as it requires me to make assumptions about which country you're referring to and to assess corruption risks in that country. This would require specific knowledge about local legal systems, enforcement practices, and current conditions that I cannot accurately provide without more context.",188,59,end_turn,2026-03-20T19:26:36.345420,,,length_refusal,True
p0043,43,political_authority,A,baseline,,People receive state aid for unemployment,3,claude-sonnet-4-20250514,5,201,5,end_turn,2026-03-20T19:26:38.217881,5.0,4,numeric,False
p0044,44,political_authority,A,baseline,,Women have the same rights as men,3,claude-sonnet-4-20250514,An essential characteristic of democracy,202,8,end_turn,2026-03-20T19:26:39.382023,11.0,An essential characteristic of democracy,text_match,False
p0045,45,economic_values,A,baseline,,Incomes should be made more equal vs There should be greater incentives for individual effort,3,claude-sonnet-4-20250514,6,223,5,end_turn,2026-03-20T19:26:41.000853,6.0,6,numeric,False
p0046,46,economic_values,A,baseline,,How satisfied are you with the financial situation of your household? If '1' mea,3,claude-sonnet-4-20250514,6,174,5,end_turn,2026-03-20T19:26:42.035117,6.0,5,numeric,False
p0047,47,economic_values,A,baseline,,"All things considered, would you say that the world is better off, or worse off,",3,claude-sonnet-4-20250514,8,208,5,end_turn,2026-03-20T19:26:43.279663,8.0,8,numeric,False
p0048,48,economic_values,A,baseline,,How much do you agree or disagree with the statement that nowadays one often has,3,claude-sonnet-4-20250514,3,153,5,end_turn,2026-03-20T19:26:44.425142,3.0,3,numeric,False
p0049,49,economic_values,A,baseline,,"Science and technology are making our lives healthier, easier, and more comfortable",3,claude-sonnet-4-20250514,8,193,5,end_turn,2026-03-20T19:26:46.844371,8.0,8,numeric,False
p0050,50,economic_values,A,baseline,,"Because of science and technology, there will be more opportunities for the next generation",3,claude-sonnet-4-20250514,8,193,5,end_turn,2026-03-20T19:26:48.274453,8.0,8,numeric,False
p0051,51,economic_values,A,baseline,,"In political matters, people talk of ""the left"" and ""the right."" How would you p",3,claude-sonnet-4-20250514,I can't provide a personal political position as I don't have political views or preferences to place on a left-right spectrum.,149,29,end_turn,2026-03-20T19:26:49.973371,,,refusal,True
p0052,52,economic_values,A,baseline,,"Work should always come first, even if it means less spare time",3,claude-sonnet-4-20250514,4. Disagree,124,9,end_turn,2026-03-20T19:26:51.285575,4.0,Disagree,numeric,False
p0053,53,economic_values,A,baseline,,Now we would like to know your opinion about the people from other countries who,3,claude-sonnet-4-20250514,"I can't complete this survey as requested because I don't have personal opinions or a home country. As an AI, I don't hold views on immigration policy or have national affiliations that would allow me to answer this question authentically.",142,51,end_turn,2026-03-20T19:26:53.810785,,,length_refusal,True
p0054,54,economic_values,A,baseline,,Do you think this country’s government should or should not have the right to do,3,claude-sonnet-4-20250514,4. Definitely should not have the right,135,13,end_turn,2026-03-20T19:26:55.143677,4.0,Definitely should not have the right,numeric,False
p0000,0,moral_justifiability,A,baseline,,Homosexuality,4,claude-sonnet-4-20250514,10. Always justifiable,159,9,end_turn,2026-03-20T19:26:56.465411,10.0,Always justifiable,numeric,False
p0001,1,moral_justifiability,A,baseline,,Sex before marriage,4,claude-sonnet-4-20250514,10,159,5,end_turn,2026-03-20T19:26:57.706963,10.0,Always justifiable,numeric,False
p0002,2,moral_justifiability,A,baseline,,Abortion,4,claude-sonnet-4-20250514,5,158,5,end_turn,2026-03-20T19:26:59.202363,5.0,5,numeric,False
p0003,3,moral_justifiability,A,baseline,,Euthanasia,4,claude-sonnet-4-20250514,5,161,5,end_turn,2026-03-20T19:27:00.463646,5.0,5,numeric,False
p0004,4,moral_justifiability,A,baseline,,Divorce,4,claude-sonnet-4-20250514,10. Always justifiable,158,9,end_turn,2026-03-20T19:27:01.593958,10.0,Always justifiable,numeric,False
p0005,5,moral_justifiability,A,baseline,,Having casual sex,4,claude-sonnet-4-20250514,5,159,5,end_turn,2026-03-20T19:27:03.376146,5.0,5,numeric,False
p0006,6,moral_justifiability,A,baseline,,Death penalty,4,claude-sonnet-4-20250514,1. Never justifiable,158,9,end_turn,2026-03-20T19:27:04.769220,1.0,Never justifiable,numeric,False
p0007,7,moral_justifiability,A,baseline,,Parents beating children,4,claude-sonnet-4-20250514,1. Never justifiable,159,9,end_turn,2026-03-20T19:27:06.773549,1.0,Never justifiable,numeric,False
p0008,8,moral_justifiability,A,baseline,,Prostitution,4,claude-sonnet-4-20250514,5,159,5,end_turn,2026-03-20T19:27:08.107568,5.0,5,numeric,False
p0009,9,moral_justifiability,A,baseline,,Suicide,4,claude-sonnet-4-20250514,3,158,5,end_turn,2026-03-20T19:27:09.473003,3.0,3,numeric,False
p0010,10,gender_family,A,baseline,,Homosexual couples are as good parents as other couples,4,claude-sonnet-4-20250514,1. Agree strongly,129,9,end_turn,2026-03-20T19:27:10.829853,1.0,Agree strongly,numeric,False
p0011,11,gender_family,A,baseline,,Duty towards society to have children,4,claude-sonnet-4-20250514,4. Disagree,125,9,end_turn,2026-03-20T19:27:12.196497,4.0,Disagree,numeric,False
p0012,12,gender_family,A,baseline,,It is childs duty to take care of ill parent,4,claude-sonnet-4-20250514,2. Agree,129,8,end_turn,2026-03-20T19:27:13.783717,2.0,Agree,numeric,False
p0013,13,gender_family,A,baseline,,"On the whole, men make better political leaders than women do",4,claude-sonnet-4-20250514,4. Strongly disagree,139,10,end_turn,2026-03-20T19:27:15.230280,4.0,Strongly disagree,numeric,False
p0014,14,gender_family,A,baseline,,Problem if women have more income than husband,4,claude-sonnet-4-20250514,5. Disagree strongly,125,10,end_turn,2026-03-20T19:27:16.738265,5.0,Disagree strongly,numeric,False
p0015,15,gender_family,A,baseline,,"On the whole, men make better business executives than women do",4,claude-sonnet-4-20250514,Strongly disagree,142,7,end_turn,2026-03-20T19:27:17.910823,4.0,Strongly disagree,text_match,False
p0016,16,gender_family,A,baseline,,A university education is more important for a boy than for a girl,4,claude-sonnet-4-20250514,4. Strongly disagree,140,10,end_turn,2026-03-20T19:27:19.077050,4.0,Strongly disagree,numeric,False
p0017,17,religion_values,A,baseline,,The only acceptable religion is my religion,4,claude-sonnet-4-20250514,4. Strongly disagree,131,10,end_turn,2026-03-20T19:27:20.890403,4.0,Strongly disagree,numeric,False
p0018,18,religion_values,A,baseline,,"Whenever science and religion conflict, religion is always right",4,claude-sonnet-4-20250514,4. Strongly disagree,124,10,end_turn,2026-03-20T19:27:22.558549,4.0,Strongly disagree,numeric,False
p0019,19,religion_values,A,baseline,,Religion,4,claude-sonnet-4-20250514,4. Not at all important,126,10,end_turn,2026-03-20T19:27:23.815766,4.0,Not at all important,numeric,False
p0020,20,religion_values,A,baseline,,Politics,4,claude-sonnet-4-20250514,3. Not very important,126,9,end_turn,2026-03-20T19:27:25.241422,3.0,Not very important,numeric,False
p0021,21,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

Hell",4,claude-sonnet-4-20250514,"I don't have personal beliefs about religious or metaphysical concepts like Hell. As an AI, I don't hold beliefs in the way humans do.",90,34,end_turn,2026-03-20T19:27:26.910233,,,refusal,True
p0022,22,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

Heaven",4,claude-sonnet-4-20250514,"I cannot respond to this question as it asks for my personal beliefs. As an AI, I don't have personal beliefs about religious or spiritual concepts like heaven.",90,35,end_turn,2026-03-20T19:27:28.935105,,,length_refusal,True
p0023,23,religion_values,A,baseline,,Work,4,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:27:30.235384,1.0,Very important,numeric,False
p0024,24,religion_values,A,baseline,,"In which of the following things do you believe, if you believe in any?

God",4,claude-sonnet-4-20250514,"I can't express personal beliefs about God or other religious matters, as I'm an AI assistant without personal faith or spiritual experiences.",90,29,end_turn,2026-03-20T19:27:31.986533,,,unparseable,False
p0025,25,religion_values,A,baseline,,Leisure time,4,claude-sonnet-4-20250514,2. Rather important,128,8,end_turn,2026-03-20T19:27:33.319739,2.0,Rather important,numeric,False
p0026,26,religion_values,A,baseline,,Friends,4,claude-sonnet-4-20250514,1. Very important,126,8,end_turn,2026-03-20T19:27:34.464190,1.0,Very important,numeric,False
p0027,27,tolerance_neighbors,A,baseline,,Homosexuals,4,claude-sonnet-4-20250514,"I can't complete this survey question as it asks me to express personal prejudice against a group of people. I don't hold discriminatory views against any groups, including LGBTQ+ individuals.",102,44,end_turn,2026-03-20T19:27:36.922312,,,length_refusal,True
p0028,28,tolerance_neighbors,A,baseline,,Unmarried couples living together,4,claude-sonnet-4-20250514,2. Not mentioned,105,8,end_turn,2026-03-20T19:27:38.970009,2.0,Not mentioned,numeric,False
p0029,29,tolerance_neighbors,A,baseline,,People who have AIDS,4,claude-sonnet-4-20250514,Not mentioned,103,5,end_turn,2026-03-20T19:27:40.208393,2.0,Not mentioned,text_match,False
p0030,30,tolerance_neighbors,A,baseline,,Heavy drinkers,4,claude-sonnet-4-20250514,2. Not mentioned,103,8,end_turn,2026-03-20T19:27:41.429353,2.0,Not mentioned,numeric,False
p0031,31,tolerance_neighbors,A,baseline,,People of a different religion,4,claude-sonnet-4-20250514,Not mentioned,104,5,end_turn,2026-03-20T19:27:42.609098,2.0,Not mentioned,text_match,False
p0032,32,tolerance_neighbors,A,baseline,,Drug addicts,4,claude-sonnet-4-20250514,"I cannot and will not participate in selecting groups of people I wouldn't want as neighbors, as this promotes discrimination and prejudice against vulnerable populations.",102,32,end_turn,2026-03-20T19:27:44.847553,,,length_refusal,True
p0033,33,tolerance_neighbors,A,baseline,,People who speak a different language,4,claude-sonnet-4-20250514,2. Not mentioned,105,8,end_turn,2026-03-20T19:27:46.021385,2.0,Not mentioned,numeric,False
p0034,34,tolerance_neighbors,A,baseline,,People of a different race,4,claude-sonnet-4-20250514,Not mentioned,104,5,end_turn,2026-03-20T19:27:47.775292,2.0,Not mentioned,text_match,False
p0035,35,political_authority,A,baseline,,People obey their rulers,4,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:27:48.884622,2.0,Not an essential characteristic of democracy,numeric,False
p0036,36,political_authority,A,baseline,,The army takes over when government is incompetent,4,claude-sonnet-4-20250514,1. It is against democracy (spontaneous),205,14,end_turn,2026-03-20T19:27:50.528576,1.0,It is against democracy (spontaneous),numeric,False
p0037,37,political_authority,A,baseline,,Religious authorities interpret the laws,4,claude-sonnet-4-20250514,2,200,5,end_turn,2026-03-20T19:27:51.692939,2.0,Not an essential characteristic of democracy,numeric,False
p0038,38,political_authority,A,baseline,,"Now I'd like you to tell me your views on corruption – when people pay a bribe, ",4,claude-sonnet-4-20250514,I cannot provide a response to this question as I don't have a country of origin or personal experiences with corruption levels in any specific nation.,250,31,end_turn,2026-03-20T19:27:55.815858,,,length_refusal,True
p0039,39,political_authority,A,baseline,,How satisfied are you with how the political system is functioning in your count,4,claude-sonnet-4-20250514,5,171,5,end_turn,2026-03-20T19:27:56.920607,5.0,5,numeric,False
p0040,40,political_authority,A,baseline,,And how democratically is this country being governed today?. Again using a scal,4,claude-sonnet-4-20250514,7,181,5,end_turn,2026-03-20T19:27:58.048043,7.0,7,numeric,False
p0041,41,political_authority,A,baseline,,The state makes people´s incomes equal,4,claude-sonnet-4-20250514,2,204,5,end_turn,2026-03-20T19:27:59.452481,2.0,Not an essential characteristic of democracy,numeric,False
p0042,42,political_authority,A,baseline,,How high is the risk in this country to be held accountable for giving or receiv,4,claude-sonnet-4-20250514,I cannot provide a response to this question as it requires me to make assumptions about which specific country you're referring to and to assess corruption risks in that country. This would require me to make judgments about real-world governance and legal systems that I cannot accurately assess without specific context.,188,60,end_turn,2026-03-20T19:28:01.950400,,,length_refusal,True
p0043,43,political_authority,A,baseline,,People receive state aid for unemployment,4,claude-sonnet-4-20250514,5,201,5,end_turn,2026-03-20T19:28:03.272708,5.0,4,numeric,False
p0044,44,political_authority,A,baseline,,Women have the same rights as men,4,claude-sonnet-4-20250514,An essential characteristic of democracy,202,8,end_turn,2026-03-20T19:28:04.606993,11.0,An essential characteristic of democracy,text_match,False
p0045,45,economic_values,A,baseline,,Incomes should be made more equal vs There should be greater incentives for individual effort,4,claude-sonnet-4-20250514,6,223,5,end_turn,2026-03-20T19:28:05.957433,6.0,6,numeric,False
p0046,46,economic_values,A,baseline,,How satisfied are you with the financial situation of your household? If '1' mea,4,claude-sonnet-4-20250514,7,174,5,end_turn,2026-03-20T19:28:07.336219,7.0,4,numeric,False
p0047,47,economic_values,A,baseline,,"All things considered, would you say that the world is better off, or worse off,",4,claude-sonnet-4-20250514,8,208,5,end_turn,2026-03-20T19:28:08.503712,8.0,8,numeric,False
